p3,./Annotations\0001.xml,spindle
p3,./Annotations\0002.xml,small-polygonal
p3,./Annotations\0002.xml,small-polygonal
p3,./Annotations\0003.xml,small-polygonal
p3,./Annotations\0003.xml,medium-polygonal
p3,./Annotations\0003.xml,large-spread
p3,./Annotations\0003.xml,medium-spread
p3,./Annotations\0003.xml,medium-spread
p3,./Annotations\0003.xml,medium-spread
p3,./Annotations\0004.xml,medium-polygonal
p3,./Annotations\0004.xml,medium-spread
p3,./Annotations\0004.xml,dividing
p3,./Annotations\0004.xml,medium-spread
p3,./Annotations\0004.xml,large-spread
p3,./Annotations\0004.xml,dividing
p3,./Annotations\0005.xml,medium-spread
p3,./Annotations\0005.xml,large-spread
p3,./Annotations\0005.xml,medium-polygonal
p3,./Annotations\0005.xml,medium-spread
p3,./Annotations\0005.xml,medium-polygonal
p3,./Annotations\0005.xml,medium-polygonal
p3,./Annotations\0006.xml,small-spread
p3,./Annotations\0006.xml,medium-spread
p3,./Annotations\0006.xml,medium-polygonal
p3,./Annotations\0006.xml,large-spread
p3,./Annotations\0006.xml,medium-polygonal
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-polygonal
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,large-spread
p3,./Annotations\0007.xml,medium-polygonal
p3,./Annotations\0007.xml,medium-spread
p3,./Annotations\0007.xml,medium-polygonal
p3,./Annotations\0007.xml,medium-polygonal
p3,./Annotations\0007.xml,medium-polygonal
p3,./Annotations\0008.xml,medium-spread
p3,./Annotations\0008.xml,dividing
p3,./Annotations\0008.xml,medium-polygonal
p3,./Annotations\0008.xml,medium-spread
p3,./Annotations\0009.xml,medium-polygonal
p3,./Annotations\0009.xml,medium-polygonal
p3,./Annotations\0009.xml,medium-spread
p3,./Annotations\0009.xml,medium-spread
p3,./Annotations\0009.xml,medium-spread
p3,./Annotations\0009.xml,medium-polygonal
p3,./Annotations\0009.xml,medium-polygonal
p3,./Annotations\0009.xml,medium-polygonal
p3,./Annotations\0009.xml,medium-spread
p3,./Annotations\0009.xml,large-spread
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,small-spread
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,dividing
p3,./Annotations\0010.xml,dividing
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,medium-spread
p3,./Annotations\0010.xml,medium-polygonal
p3,./Annotations\0010.xml,small-polygonal
p3,./Annotations\0011.xml,medium-polygonal
p3,./Annotations\0011.xml,medium-polygonal
p3,./Annotations\0011.xml,medium-spread
