File Name,Object Name
./Annotations\0017.xml,dividing
./Annotations\0017.xml,dividing
./Annotations\0017.xml,small-round
./Annotations\0017.xml,small-round
./Annotations\0017.xml,medium-spread
./Annotations\0017.xml,medium-polygonal
./Annotations\0017.xml,medium-spread
./Annotations\0017.xml,large-polygonal
./Annotations\0017.xml,small-round
./Annotations\0017.xml,medium-polygonal
./Annotations\0017.xml,medium-spread
./Annotations\0019.xml,dividing
./Annotations\0019.xml,dividing
./Annotations\0019.xml,large-polygonal
./Annotations\0019.xml,medium-spread
./Annotations\0019.xml,large-spread
./Annotations\0019.xml,small-polygonal
./Annotations\0019.xml,medium-polygonal
./Annotations\0019.xml,medium-polygonal
./Annotations\0019.xml,medium-polygonal
./Annotations\0021.xml,dividing
./Annotations\0021.xml,dividing
./Annotations\0021.xml,dividing
./Annotations\0021.xml,dividing
./Annotations\0021.xml,medium-polygonal
./Annotations\0021.xml,medium-polygonal
./Annotations\0021.xml,medium-spread
./Annotations\0021.xml,medium-polygonal
./Annotations\0022.xml,medium-spread
./Annotations\0022.xml,medium-spread
./Annotations\0022.xml,medium-polygonal
./Annotations\0022.xml,medium-polygonal
./Annotations\0022.xml,medium-spread
./Annotations\0023.xml,small-spread
./Annotations\0023.xml,medium-spread
./Annotations\0023.xml,medium-spread
./Annotations\0023.xml,medium-polygonal
./Annotations\0025.xml,small-spread
./Annotations\0025.xml,small-polygonal
./Annotations\0025.xml,medium-polygonal
./Annotations\0025.xml,medium-polygonal
./Annotations\0025.xml,small-spread
./Annotations\0028.xml,dividing
./Annotations\0028.xml,small-polygonal
./Annotations\0028.xml,small-polygonal
./Annotations\0028.xml,medium-polygonal
./Annotations\0028.xml,medium-polygonal
./Annotations\0028.xml,medium-polygonal
./Annotations\0029.xml,medium-spread
./Annotations\0029.xml,dividing
./Annotations\0029.xml,medium-polygonal
./Annotations\0029.xml,small-polygonal
./Annotations\0029.xml,small-polygonal
./Annotations\0029.xml,medium-polygonal
./Annotations\0032.xml,dividing
./Annotations\0032.xml,medium-polygonal
./Annotations\0032.xml,medium-spread
./Annotations\0032.xml,medium-spread
./Annotations\0032.xml,dividing
./Annotations\0032.xml,medium-polygonal
./Annotations\0034.xml,dividing
./Annotations\0034.xml,dividing
./Annotations\0034.xml,medium-polygonal
./Annotations\0034.xml,medium-polygonal
./Annotations\0034.xml,medium-polygonal
./Annotations\0034.xml,medium-spread
./Annotations\0034.xml,medium-polygonal
./Annotations\0038.xml,small-spread
./Annotations\0038.xml,small-spread
./Annotations\0038.xml,dividing
./Annotations\0038.xml,small-polygonal
./Annotations\0038.xml,small-polygonal
./Annotations\0038.xml,medium-polygonal
./Annotations\0038.xml,medium-spread
./Annotations\0038.xml,medium-spread
./Annotations\0038.xml,medium-polygonal
./Annotations\0038.xml,medium-polygonal
./Annotations\0038.xml,medium-polygonal
./Annotations\0038.xml,large-spread
./Annotations\0038.xml,medium-spread
./Annotations\0038.xml,medium-polygonal
./Annotations\0040.xml,dividing
./Annotations\0040.xml,dividing
./Annotations\0040.xml,medium-polygonal
./Annotations\0040.xml,dividing
./Annotations\0040.xml,medium-polygonal
./Annotations\0040.xml,small-polygonal
./Annotations\0040.xml,large-spread
./Annotations\0040.xml,large-spread
./Annotations\0040.xml,medium-polygonal
./Annotations\0040.xml,medium-polygonal
./Annotations\0040.xml,medium-polygonal
./Annotations\0040.xml,medium-spread
./Annotations\0040.xml,medium-spread
./Annotations\0041.xml,medium-spread
./Annotations\0041.xml,medium-polygonal
./Annotations\0041.xml,dividing
./Annotations\0041.xml,medium-spread
./Annotations\0041.xml,large-polygonal
./Annotations\0041.xml,medium-spread
./Annotations\0041.xml,medium-polygonal
./Annotations\0041.xml,small-polygonal
./Annotations\0041.xml,small-round
./Annotations\0041.xml,small-round
./Annotations\0041.xml,medium-polygonal
./Annotations\0041.xml,medium-polygonal
./Annotations\0041.xml,medium-spread
./Annotations\0042.xml,medium-polygonal
./Annotations\0042.xml,dividing
./Annotations\0042.xml,dividing
./Annotations\0042.xml,dividing
./Annotations\0042.xml,large-polygonal
./Annotations\0042.xml,medium-spread
./Annotations\0042.xml,large-polygonal
./Annotations\0042.xml,medium-spread
./Annotations\0043.xml,medium-polygonal
./Annotations\0043.xml,medium-polygonal
./Annotations\0043.xml,medium-spread
./Annotations\0043.xml,small-polygonal
./Annotations\0044.xml,small-polygonal
./Annotations\0044.xml,dividing
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,dividing
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,large-spread
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,large-polygonal
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,medium-spread
./Annotations\0044.xml,large-polygonal
./Annotations\0046.xml,medium-spread
./Annotations\0046.xml,small-spread
./Annotations\0046.xml,medium-spread
